"iso3","Year","GPI"
"THA",2018,2.16699999999999
"THA",2019,2.18199999999999
"THA",2020,2.19
"THA",2021,2.153
"THA",2022,2.09799999999999
"GMB",2008,1.891
"GMB",2009,1.869
"GMB",2010,1.89199999999999
"GMB",2011,1.93599999999999
"GMB",2012,2.00899999999999
"GMB",2013,2.027
"GMB",2014,2.055
"GMB",2015,2.083
"GMB",2016,2.05799999999999
"GMB",2017,2.19499999999999
"GMB",2018,1.995
"GMB",2019,1.91
"GMB",2020,1.925
"GMB",2021,1.847
"GMB",2022,1.792
"TLS",2008,1.941
"TLS",2009,1.861
"TLS",2010,1.848
"TLS",2011,1.77099999999999
"TLS",2012,1.738
"TLS",2013,1.741
"TLS",2014,1.78499999999999
"TLS",2015,1.81299999999999
"TLS",2016,1.78499999999999
"TLS",2017,1.778
"TLS",2018,1.80699999999999
"TLS",2019,1.742
"TLS",2020,1.8
"TLS",2021,1.839
"TLS",2022,1.839
"TGO",2008,2.00199999999999
"TGO",2009,1.91399999999999
"TGO",2010,1.92199999999999
"TGO",2011,1.937
"TGO",2012,1.915
"TGO",2013,1.883
"TGO",2014,1.92599999999999
"TGO",2015,1.867
"TGO",2016,1.889
"TGO",2017,1.868
"TGO",2018,2.00999999999999
"TGO",2019,2.099
"TGO",2020,2.084
"TGO",2021,2.144
"TGO",2022,2.09399999999999
"TTO",2008,2.08199999999999
"TTO",2009,2.02099999999999
"TTO",2010,2.079
"TTO",2011,2.04999999999999
"TTO",2012,2.10199999999999
"TTO",2013,2.01299999999999
"TTO",2014,2.00999999999999
"TTO",2015,2.031
"TTO",2016,1.995
"TTO",2017,2.01399999999999
"TTO",2018,2.003
"TTO",2019,2.059
"TTO",2020,2.01399999999999
"TTO",2021,2.023
"TTO",2022,2.00499999999999
"TUN",2008,1.814
"TUN",2009,1.81499999999999
"TUN",2010,1.75699999999999
"TUN",2011,1.901
"TUN",2012,2.036
"TUN",2013,2.044
"TUN",2014,2.03799999999999
"TUN",2015,1.944
"TUN",2016,1.87799999999999
"TUN",2017,1.956
"TUN",2018,2.012
"TUN",2019,1.975
"TUN",2020,1.975
"TUN",2021,1.994
"TUN",2022,1.996
"TUR",2008,2.45
"TUR",2009,2.515
"TUR",2010,2.5
"TUR",2011,2.435
"TUR",2012,2.375
"TUR",2013,2.487
"TUR",2014,2.44
"TUR",2015,2.49
"TUR",2016,2.539
"TUR",2017,2.67
"TUR",2018,2.798
"TUR",2019,2.886
"TUR",2020,2.919
"TUR",2021,2.851
"TUR",2022,2.785
"TKM",2008,2.145
"TKM",2009,2.03699999999999
"TKM",2010,2.12
"TKM",2011,2.075
"TKM",2012,2.13899999999999
"TKM",2013,2.096
"TKM",2014,2.063
"TKM",2015,2.124
"TKM",2016,2.13899999999999
"TKM",2017,2.20699999999999
"TKM",2018,2.214
"TKM",2019,2.22
"TKM",2020,2.152
"TKM",2021,2.144
"TKM",2022,2.116
"UGA",2008,2.54
"UGA",2009,2.423
"UGA",2010,2.31099999999999
"UGA",2011,2.246
"UGA",2012,2.277
"UGA",2013,2.196
"UGA",2014,2.21499999999999
"UGA",2015,2.16299999999999
"UGA",2016,2.07799999999999
"UGA",2017,2.083
"UGA",2018,2.149
"UGA",2019,2.193
"UGA",2020,2.222
"UGA",2021,2.214
"UGA",2022,2.309
"UKR",2008,2.095
"UKR",2009,2.173
"UKR",2010,2.217
"UKR",2011,2.13099999999999
"UKR",2012,2.071
"UKR",2013,2.19099999999999
"UKR",2014,2.43299999999999
"UKR",2015,2.712
"UKR",2016,3.007
"UKR",2017,2.999
"UKR",2018,2.874
"UKR",2019,2.76799999999999
"UKR",2020,2.793
"UKR",2021,2.55799999999999
"UKR",2022,2.971
"ARE",2008,1.699
"ARE",2009,1.627
"ARE",2010,1.611
"ARE",2011,1.577
"ARE",2012,1.633
"ARE",2013,1.588
"ARE",2014,1.624
"ARE",2015,1.71
"ARE",2016,1.721
"ARE",2017,1.81499999999999
"ARE",2018,1.774
"ARE",2019,1.79699999999999
"ARE",2020,1.93
"ARE",2021,1.89
"ARE",2022,1.865
"GBR",2008,1.837
"GBR",2009,1.782
"GBR",2010,1.78299999999999
"GBR",2011,1.78499999999999
"GBR",2012,1.746
"GBR",2013,1.743
"GBR",2014,1.736
"GBR",2015,1.705
"GBR",2016,1.68599999999999
"GBR",2017,1.683
"GBR",2018,1.741
"GBR",2019,1.681
"GBR",2020,1.74
"GBR",2021,1.67199999999999
"GBR",2022,1.667
"USA",2008,2.236
"USA",2009,2.31199999999999
"USA",2010,2.286
"USA",2011,2.23899999999999
"USA",2012,2.229
"USA",2013,2.19099999999999
"USA",2014,2.172
"USA",2015,2.17499999999999
"USA",2016,2.13899999999999
"USA",2017,2.248
"USA",2018,2.29099999999999
"USA",2019,2.361
"USA",2020,2.35599999999999
"USA",2021,2.43
"USA",2022,2.44
"URY",2008,1.689
"URY",2009,1.704
"URY",2010,1.713
"URY",2011,1.618
"URY",2012,1.63599999999999
"URY",2013,1.629
"URY",2014,1.64199999999999
"URY",2015,1.66199999999999
"URY",2016,1.65799999999999
"URY",2017,1.637
"URY",2018,1.713
"URY",2019,1.695
"URY",2020,1.702
"URY",2021,1.76299999999999
"URY",2022,1.79499999999999
"UZB",2008,2.13099999999999
"UZB",2009,2.12
"UZB",2010,2.17799999999999
"UZB",2011,2.274
"UZB",2012,2.30399999999999
"UZB",2013,2.234
"UZB",2014,2.14199999999999
"UZB",2015,2.141
"UZB",2016,2.088
"UZB",2017,2.03299999999999
"UZB",2018,2.071
"UZB",2019,2.056
"UZB",2020,2.04899999999999
"UZB",2021,2.032
"UZB",2022,2.00099999999999
"VEN",2008,2.313
"VEN",2009,2.359
"VEN",2010,2.36399999999999
"VEN",2011,2.337
"VEN",2012,2.28399999999999
"VEN",2013,2.25599999999999
"VEN",2014,2.333
"VEN",2015,2.448
"VEN",2016,2.515
"VEN",2017,2.52499999999999
"VEN",2018,2.57399999999999
"VEN",2019,2.673
"VEN",2020,2.84799999999999
"VEN",2021,2.878
"VEN",2022,2.798
"VNM",2008,1.832
"VNM",2009,1.846
"VNM",2010,1.87
"VNM",2011,1.86
"VNM",2012,1.923
"VNM",2013,1.871
"VNM",2014,1.832
"VNM",2015,1.93199999999999
"VNM",2016,1.871
"VNM",2017,1.88199999999999
"VNM",2018,1.895
"VNM",2019,1.895
"VNM",2020,1.952
"VNM",2021,1.81699999999999
"VNM",2022,1.786
"YEM",2008,2.407
"YEM",2009,2.474
"YEM",2010,2.56199999999999
"YEM",2011,2.56499999999999
"YEM",2012,2.609
"YEM",2013,2.547
"YEM",2014,2.611
"YEM",2015,2.738
"YEM",2016,2.974
"YEM",2017,3.112
"YEM",2018,3.10599999999999
"YEM",2019,3.21099999999999
"YEM",2020,3.25899999999999
"YEM",2021,3.342
"YEM",2022,3.394
"ZMB",2008,1.843
"ZMB",2009,1.834
"ZMB",2010,1.827
"ZMB",2011,1.73
"ZMB",2012,1.814
"ZMB",2013,1.728
"ZMB",2014,1.81
"ZMB",2015,1.816
"ZMB",2016,1.782
"ZMB",2017,1.77299999999999
"ZMB",2018,1.78699999999999
"ZMB",2019,1.768
"ZMB",2020,1.788
"ZMB",2021,1.915
"ZMB",2022,1.841
"ZWE",2008,2.37599999999999
"ZWE",2009,2.66
"ZWE",2010,2.732
"ZWE",2011,2.66
"ZWE",2012,2.422
"ZWE",2013,2.395
"ZWE",2014,2.25999999999999
"ZWE",2015,2.16199999999999
"ZWE",2016,2.14599999999999
"ZWE",2017,2.165
"ZWE",2018,2.198
"ZWE",2019,2.31499999999999
"ZWE",2020,2.302
"ZWE",2021,2.38099999999999
"ZWE",2022,2.35
